,Steam_Id,Name,Description,Copies_Sold
209,1985660,Spectral Showdown,"Do you like Prop Hunt? Too bad! This is Spectral Showdown!Overview In Spectral Showdown, You possess creatures and fight your friends, family or greatest enemies to the death using the creature's abilities! Similar to prop hunt, but animals instead! The last one standing wins! Play offline or online and watch as your friendships begin to crumble! Unlock achievements for being the greatest fighter out of your friends or even for simply trying your best (we won't judge).Key FeaturesOffline/Online play (includes LAN) for up to 4 players.Same keyboard support so you can play together on the same keyboard (offline-only).2 Maps.Achievements.Steam Cloud Support (to make sure your settings are on the cloud)!Cartoony style.",6183
210,1985670,Orbital Approach,"Orbital Approach combines the classic slingshot puzzle formula with a space-themed twist. Progress through the 85 levels found within to achieve the greatest high scores, overcome new obstacles, and discover new ways to outthink the rules of gravity as you make your approach to the goal.The game takes inspiration from titles such as Angry Birds, Golf It!, and a number of other casual, physics-based puzzle games. It contains a variety of precisely constructed levels to test the player's ability to both use the tools at their disposal and to think outside the box. Not every level has an obvious solution, and some will require the player to think of new ways to take their ship into orbit.Orbital Approach features a host of obstacles, ranging from simple planets of various sizes to pull the player around, to more complex objects like black holes that use normalized gravity fields, even triggers that can toggle objects on and off, ensuring that some stages may not be exactly what they appear to be. It's up to the player to experiment and find new ways to fly through space, all while racking up a high score to top the leaderboard. The path you choose is up to you, which direction will you take?",1
211,1985680,CHARMING HEART,"'Nut,' a young man who is constantly harassed and held back in relationships by a group of girls known as ""The 4 Celestial Angels.""But the young woman working as the shop clerk in the dirty magic items store, who only goes by the name ""Mia,"" lends him a mystery helping hand.How will he end up? Let's discover out in the sexist visual novel game Charming Heart, where you can make different decisions and see different outcomes.CharacterNut Nutsukit (Main character)Age: 20 A poor young man who has to endure the harsh judgment of his fellow students, who all think he's a pervert, and the wrath of the Four Celestial Angels every time he tries to approach Mew.Kwang KwisraAge: 20She is the public's favorite angelic idol. She's cute enough to be a magazine model and nice like a kitten, but all she really wants to do is play with you.Bo Boon-YaornAge: 20A beautiful angel from a huge national family. She has an angelic appearance and a figure that would make any man swoon, but her hatred of Nut contrasts with her image.Pun PunRisaAge: 20A sporting goddess who appeals to both young men and women. She excels at sports, particularly swimming, but Nut is the unlucky one who has to deal with the violence that hides beneath her mask.Eve AsumaAge: 20A stunningly talented student who consistently places first in national competitions. She is not only exceptionally bright, but also a natural leader. For this reason, she has the ability to influence her other students on any topic, including getting them to actively dislike Nut.Mew MiwareeAge: 20A benevolent being who, to Nut, is virtually an angel. She keeps Nut upbeat and happy by her neatness, kindness, and gentleness. That's why he falls for her and attempts to fight off pressure from four other women, so he may be with her.MiaAge: ?A seductive and alluring employee at the mystery shop, she offers to help Nut exact revenge on the 4 Celestial Angels.The full game includes-       Rich content with six chapters for your delightful enjoyment, along with English translation.-       Full voice acting for the main characters in every scene.-       Multiple endings based on your choices.-       Achievement trophies to unlock on Steam.-       Gallery to view past scenes and images.-       Game acceleration by holding down the Ctrl key.-       Option to mute/unmute the voice of the main character, ""Nut.""-       Press the Esc key to access the emergency screen.",4048
212,1985690,The Looker,"Explore several charmed locations on a mysterious island replete with over 55 creative puzzles. Over an approximately two-hour playing duration, you will face unique challenges, ponderous ideas, and feebly amusing in-jokes.

The Looker is a single-player game that respects you as an intelligent player, and it treats your time as... reasonably valuable (I mean, don't let me pull you off solving the Riemann hypothesis or anything). As such, I will level with you here—not every joke will be a hit, but there is no filler material, the puzzles are fun, and, if you really think about it, aren't the real solutions the, uhh... friends we make along the way?",709954
213,1985710,A War of a Madman's Making,"This is A War of a Madman's Making: A combination of Visual Novel and text-based RPG centered around war planning and political survival, inspired by games like Suzerain and Decisive Campaigns: Barbarossa. War of a Madman's Making is set in a fictional world where nuclear escalation has blackened the skies. You are a citizen who has been mysteriously called up to serve as Field Marshal of the Great Leader's army. Through a combination of resource management, political maneuvering, and strategic military planning, you must survive the impending war - and the purges and assassinations that will come along with it.You have the freedom to be ruthless in your methods, but doing so too freely could have consequences - particularly if you face a tribunal for crimes against humanity. However, mismanage your resources pursuing nobler causes, and you'll find a similar fate at the hands of your beloved Great Leader.Rein in the disaster, protect your family, and survive the purges.Features ~70k word story with 5 major endings. Resource management. Maintain a military budget, popularity with the Leader's cabinet, and favor with the Great Leader himself. Choose your allies and enemies. Scheme amongst the Leader's staff or even against the Leader himself. Manipulate your reports when you must give bad news to the Great Leader, but be careful not to push your luck. Retro-style soundtrack by Borealis (Shirli Ainsworth) full of tense overtures and bombastic battle themes. An encyclopaedia filled with lore and character details - including nuggets that an astute player will find useful.Join the Discord and contribute to game development!  https://discord.gg/XxYtYqYVwx",3341
214,1985740,Bugaboo Pocket,"An elevated, story-driven virtual pet game starring bugs from land, air and sea! Spoil them with pets, food and furniture. Earn poop currency through minigames and by cleaning up their oopsies. Discover how even the smallest action impacts your friend. Release bug eggs to regrow their forest home!See bugs in a whole new light! Great for people who don't love bugs (yet) and validating for people who already do. Every pet is inspired by a real world critter. Learn about their lifecycles, habitats and food sources.Play as a research scientist helping a forest recover after a devastating fire. Discover her story through cutscenes, diary entries, and items. Complete your bug compendium to unlock secrets and prizes!Bugs only die of old age, so it is perfect for players looking for a cozy experience.FeaturesClassic digital pet gameplay with modern depth and strategyCompelling storylineDiverse cast of adorable bugsMinigames galoreAwesome bug sound effectsGorgeous, handcrafted artMouse-controlled input",0
215,1985750,Part of You Demo,"Welcome to Hacksaw Springs! Unfortunately Part of You isn't out yet, but that doesn't mean you can't mingle with some of Hacksaw Springs strangest inhabitants. Come help setup Clown Around 20XX!

This demo is a prologue to the events of the main game with new puzzles and items for you to play around with and explore. This is an alpha version of gameplay, if you find a bug and wanna let us know, come hop into our discord and show us!",
216,1985770,Nazi Furry,Nazi Furry is a logical puzzle game with incredible adult animations.Nazi Furry  will wonder you with animations of hot unusual characters after every successfully passed level. You need to show up your logic in interesting puzzle game to enjoy everything what furry girls prepared for you. Features:  Amazing mechanics Stunning furry characters  Interesting puzzle levels to pass Exciting animationsALL CHARACTERS ARE OVER AGE OF 18,4410
217,1985790,Dead by Daylight - Roots of Dread Chapter,"When the dusk turns full dark, it comes. Dead by Daylight’s Roots of Dread Chapter features a new Killer – The Dredge – and a new Survivor, Haddie Kaur. A new map, the disturbing Garden of Joy, is available for all players. Purchasing this add-on also unlocks an exclusive outfit for Haddie: The Pale Piped Shirt. THE DREDGEThe Killer is The Dredge. A formless mass of twisted limbs writhing in the shadows, The Dredge is a manifestation of repressed darkness. All light will drain in the presence of this unsettling abomination. Look no further than the once-idyllic Garden of Joy, left forever tainted by The Dredge’s gruesome appetite.The Dredge's Power: Reign of Darkness Special Ability – The Gloaming: The Dredge can activate The Gloaming, leaving a Remnant behind. While The Gloaming is activated, The Dredge can teleport to any lockers across the map, allowing for heightened mobility and surprise attacks. Be warned – Survivors can barricade lockers to impede your progress. Otherwise, The Dredge can return to its Remnant. Special Ability – Nightfall:  Whenever the Dredge teleports, places a Survivor on a Hook, or injures a Survivor, the Nightfall meter builds. The meter also fills when Survivors are injured, as well as when The Dredge remains in a Locker.When the meter is full, the entire map darkens. Simple navigation becomes a matter of life and death as Survivors scramble to stay one step ahead. Meanwhile, The Dredge loses its Terror Radius, gaining the element of surprise, as well as a reduced cooldown on Locker teleportation. The Dredge comes with 3 new perks:Darkness RevealedUpon opening a locker, reveal the aura of all Survivors in the vicinity of any locker.DissolutionAfter injuring a Survivor, Dissolution activates for a duration. During that time, if a Survivor performs a fast vault on a pallet in your Terror Radius, that pallet is destroyed at the end of the vault action.Septic TouchWhenever a Survivor heals within your Terror Radius, they are inflicted with Blindness and Exhaustion. Those status effects briefly remain after the healing action is interrupted.HADDIE KAURThe new Survivor is Haddie Kaur. Fuelled by courage, determination, and a dash of morbid curiosity, this explorer of haunted corners leaves no stone unturned in her quest for eldritch understanding.Haddie comes with 3 new perks:Inner FocusReveal the scratch marks of all nearby teammates. Should a teammate lose a health state while in your vicinity, the Killer’s aura is briefly revealed.Residual ManifestAfter successfully blinding the Killer, the Killer will gain the Blindness status effect, briefly losing the ability to see auras. In addition, gain the ability to rummage through an opened chest once per trial for a guaranteed basic flashlight.OverzealousAfter cleansing any totem, your generator repair speed is slightly increased. The increase ends whenever you lose a health state.NEW MAP: GARDEN OF JOY*In this tainted garden, dreadful roots spread through blood-drenched soil. A withered mansion, twisted by unfathomable darkness, casts a long and maddening shadow.*This map is free for all players.EXCLUSIVE CHAPTER ITEM: PALE PIPED SHIRTA trendy patterned top that accentuates her striking hair. The Roots of Dread chapter includes an exclusive cosmetic item for Haddie, the Pale Piped Shirt, only available as part of the DLC. Please note that this item cannot be purchased separately. When you hear the maddening whispers approaching, it’s lights out.",
218,1985820,Call of Duty®: Vanguard,"Standard edition includes:

- Call of Duty®: Vanguard
- Digital Exclusive - Frontline Weapons Pack

Rise on every front: Dogfight over the Pacific, airdrop over France, defend Stalingrad with a sniper’s precision and blast through advancing forces in North Africa. The Call of Duty® franchise returns with Call of Duty®: Vanguard, developed by Sledgehammer Games, where players will be immersed in visceral WWII combat on an unprecedented global scale. 

Call of Duty®: Vanguard includes a deeply engaging single player Campaign, a massive Multiplayer offering featuring over 20 maps including 16 built for core Multiplayer and an exciting new Zombies experience developed by Treyarch.

Call of Duty®: Vanguard features cross-progression and cross-generation play, in addition to Multiplayer maps, modes and more.",116943
219,1985890,Mark's Magnificent Marble Maze Demo,"Unwind from the stress of daily life with this magnificent marble maze. Sit down, tilt the maze to roll the ball and relax while listening to atmospheric sounds and a variety of music in lush environments.Easy to Play, Effortless to MasterThe world is complicated enough and sometimes all you need is a place to let your mind wander. This is not a difficult game with complex puzzles, there are no timers, no leaderboards and most importantly, no pressure. It is a digital toy that invites you to relax, to breathe and to just for a moment let go of what was stressing you out in the real world.Key Features200 mazes (30 in demo), ranging from relaxing to mildly challenging5 Beautifully rendered environments with atmospheric soundscapesRelaxing music covering LoFi Beats, Piano Ballads, Relaxing Folk, Chilled Electronica and RetrowaveRealistic ball rolling, impact and environment sounds with a delicate ASMR-like qualityZen Mode, which plays back your current progress as a soothing screensaverAbility to skip up to three mazes at a time if you ever get stuck200 hand-crafted MazesThe 200 playfully designed mazes in Marks Magnificent Marble Maze offer exciting puzzles and hours of fun.Five atmospheric EnvironmentsEach of the five environments invokes a sense of calmness, be it through the gentle sound of rain in the night, the rippling waves at the lake shore, the crackling fire, the gentle shaking of a train or the quiet static of an old TV.Steam Deck™ SupportMark's Magnificent Marble Maze supports the Steam Deck™ including Gyro controls so you can play your mazes anywhere you go. The game provides two dedicated 60FPS graphics profiles, one for better graphics and the other for longer battery life. When using the ""The Void"" environment, the Steam Deck™ will draw as little as 10W on medium brightness, giving you hours of game play.Tilt Five™ SupportControl the mazes by tilting your Tilt Five™ Wand and experience Marks Magnificent Marble Maze using the Tilt Five™ Glasses. Explore the beautifully rendered environments from new angles and play the game in holographic 3d.",
220,1985910,Hotel Management Simulator,"[GAME IS WORK IN PROGRESS - GRAPHIC IS UPDATING OVER TIME]Think carefully about how you build your hotel and offer your customers a good experience!Customise your hotel with different rooms to suit everyone's needs!  Hotelroom  Toilet  Restaurant  GymYou will need specific rooms for your work. You and your employees will benefit from these rooms  Reception  Kitchen  Workers RoomIn order for your hotel to be successful and rank up in Star Rating, you must invest in good products and service!  Buy good quality furniture  Change the appearance of the walls  Buy high quality food  Expensive fitness equipment lasts longerIt's not always relaxed. The more guests, the more stress!Hire employees and expand your hotel for the best possible satisfaction of your guests  Cook food for your guests  Deliver food ordered via phone call  Repair damaged furniture and equipment  Clean the rooms  Sweep the hallwaysIf you like the game concept, adding the game to your wishlist will help me enormously!♥ THANK YOU ♥https://store.steampowered.com/app/1985910",0
221,1985930,The Backrooms 1998 - Found Footage Survival Horror Game,"TRIGGER WARNING: This game may be disturbing to some audience as this game contains real disturbing footage, sounds, fear nature, jump scares, gore, extreme violence, murders and intense horror that may not be for the faint of heart. Play this game at your own risk.The Backrooms: 1998 is a is a first-person found footage psychological survival horror game where it tells the story of a young teen after accidentally falling into the depths of The Backrooms in 1998. Roam freely, mark, explore and try unravel the story - however you are not alone. Don't scream or it will hear you. Mind your footsteps, if you step on glass it will hear you. If you knock over objects, it might hear you. Everything comes at a consequences.Search for supplies, tools and items to help in your escape. Such tools as a spray gun which can help you to mark your path so you don't get lost in The Backrooms. Things you may see in the shadows, are sometimes not shadows. Something or someone may be lurking in there with you. Use your stamina only when needed, and tread carefully. Hiding in crawl spaces, under tables or inside lockers if you see something unusual can be a good idea.Please note: The Backrooms: 1998 is a survival horror game being worked on by one developer, the premise of the game is an ""escape room"" type of game - where you have to collect clues, find supplies to help you in The Backrooms and try to escape them. It is currently in Early Access and I will try my best to update the game frequently to give you the best enjoyable experience. Please do submit your feedbacks and suggestions as it really helps out with the development!Try to escape by completing objectives, finding clues and unfold the mystery surrounding how you got stuck in The Backrooms. This is an 'escape room' type game - you have to find your own way out by searching for clues and tools to help live longer. Mark your paths, hide in furniture and try not to make a sound - every corner can be your last. Making too much noise can attract unwanted attention. The game takes place in 1998, it tells the story of a young teen after accidentally falling into the depths of The Backrooms. Each room can look the same, and they can also play tricks on you. That is why it's vital to search for supplies to help you mark your paths, find medicine to stay sane and try to escape if you dare. Just remember, that you are never alone in the backrooms. In order to survive, you must stock your inventory with items and collect supplies you may find in different rooms that can be essentials to your survival. In addition to finding items such as a spray gun to mark your path, medicine to stay sane, syringes to heal yourself, crowbars to open barricaded doors and such you also have to manage your inventory carefully and also manage your flashlight's batteries. Ending up in the darkness in the backrooms is not a good idea.Features:Microphone Input: The enemy can hear your breathing, voice and screams through your microphone. Don't scream.An immersive found-footage experience with a thrilling story and a claustrophobic environment set in The Backrooms in 1998. Survival elements with full inventory system, objectives, clue-findings and tools to help you survive longer, or escape.Find, uncover and unravel the terrifying backstory of The Backrooms with ever-changing rooms, hallways, areas that all seem too familiar. Flashlight, Tools & Supplies: Find tools and supplies to guide you in The Backrooms such as flashlight that also requires batteries, spray gun to help you mark your paths so you know you been there before, and others.Stamina System: You won't be able to outrun it. It will catch you as it never gets tired.Mark-Your-Paths: Tools that can be used for path-marking such as a spray gun to help you to mark your path so you don't get lost. ""Escape-Room"" Objectives: Roam freely, mark locations and find clues, complete objectives and try to escape The Backrooms, if you can.Inventory Management: Find supplies and tools to help you survive longer in The Backrooms. Such tools will be vital for your survival.Doors, crawl spaces and more: Roam around hallways, passages, crawl spaces and rooms. Be sure to close the doors behind you, or it can notice. Hiding System: Hide from the enemies in lockers, crawl spaces and under tables to get past your enemies or hide from them. Changing Environment: The environment may change with your sanity in The Backrooms. That's why it's vital to mark your path. Gut Wrecking Moments: Walking on broken glass can make noises that the enemy may hear, same as moving crates or knocking over objects. all these things can give away your position. Try to evade them or use them as your advantages. Hardcore-Gameplay: This will be an objective-finding type game, where you have to complete a set of objectives in the backrooms and find clues. You are only allowed to save limited number of times only when you are in the 'safe room'. Enemy That Listens: The enemies can hear your footsteps, your breathing through the microphone and your fear.  Plan Accordingly: Plan your next move as it may be your last. Peak around corners, watch your foosteps, move slowly on glass and use stealth.Limited Saving System: You can only save limited number of times in a 'safe room' - If you lose after the limit, you are forever stuck in The Backrooms. Real found footage telling the story of the terrifying events that occurred in 1998.Use tools such as your spray-gun to mark your paths so you don't get lost.Sometimes the things you see in the shadows, are not just shadows.Find flashlights, tools and supplies to help you survive a bit longer or escape.Inventory system, combine items and inventory management that you need to manage. Use the environment as your advantages - Such as closing doors behind you to slow enemies down and give you a chance to think your next move or to hide.Interact with items and objects which can be helpful and provide you tips.Gut-wrecking moments with an enemy that can hear your footsteps and your voice. Creepy environment with narrow and claustrophobic hallways, corridors and rooms. Discover crawl spaces to hide from your enemy and take shortcuts to the unknown.  - with many threats lurking around each corner you turn. Mark your paths so you don't get lost, and see which path can be safe or unsafe. An environment that changes along with your sanity. Discover, mark, find clues to try and escape the madness of The Backrooms. Hide in lockers, under tables and in furniture to stay hidden from the enemy. Find necessary items to unlock new short-cuts for several other rooms. Explore or not, the choice is all yours - each path you take is yours to choose.If the enemy is near, be sure to hold your breath - as it can hear you from your mic.Findable craftables that you can combine together to make more powerful items. Saving system where you can only save only for limited number of times near a VHS.Will you trust your sanity? Some things can be real, while others are not.The question is .. do you have what it takes to enter The Backrooms of 1998? How To Survive:1. Crouch and stay low, so enemies won't hear you.2. Hide under tables, furniture, lockers or crawl spaces and stay safe. 3. Don't run or you will make noise. Run only when necessary. 4. Be careful when walking on glass and rubbish - since it makes noise. 5. You can cause a distraction by throwing objects around.6. Mind your stamina, if you get tired then you cannot outrun it.7. Search every corner for medicine, just in case you get injured.8. Use your spray-gun and mark location that you already been too, so you don't get lost.9. If you hear running foosteps, that's not good news - as it may have heard you. Run or hide!10. The Backrooms: 1998 is a horror game made by one developer at Steelkrill Studio. Please note this game is an objective-collection game with a story. Your objective is to find and collect clues in the Backrooms while also finding supplies, items and objects to help you out - all this while you are being hunted by the enemy. If you can, please submit your feedback and report any bugs and this will really help speed up the progress of the development! Thank you so much.",12024
222,1979590,Lunaela,"Explore three beautiful and interconected 6KM2 open worlds as you unravel the mystery of the ancient gods.Choose between 8 starting classes, fight and level up to improve your class and evolve to your advanced class getting new and powerful abilities.Archer -> Hunter -> SniperDancer ->Singer -> DivaSwordsman -> Ninja -> SamuraiCrusader -> Valkyrie -> NovaThief -> Rogue -> AssassinWitch -> Sage -> WizzardNecromancer -> Soul Eater -> WarlockPriestess -> Inquisitor -> MedicA total of 24 classes to enjoy and fight against your friends online.An epic story in which you will have to save the world of Lunaela and become the champion of the goddess.Online mode with servers for up to 5 players. Both PVE to play the story together and PVP in specific areas for it. Create your server, join an existing one, or solo offline if you feel like it. Unlike other games, you can still use your character in online mode and change whenever you want.As you explore you will find many different materials such as stone and iron, Go to the forge and with them you can create equipment that will improve your attributes.You will also find mushrooms with which you can create different potions. Watch out because you will find something interesting every 5 steps while you explore!Collectible cards! Each enemy has a small chance to drop their card upon death, granting you unique benefits. Can you get them all?Trade your cards with other players online! Complete your collection at all costs by exchanging the cards you have duplicated for others you don't have yet with other players. (This feature will be added in a future update)Get the camera and photograph the most wonderful places in the world to complete your album.Legendary beasts, enemies and friends. The power of the dark god has corrupted the behavior of Lunaela's animals, defeat them in combat and you have a chance of them joining you. From super fast fox mounts to forming a familiar pact with a fairy that will allow you to glide and soar through the air. Find all 7 legendary beasts in total.The legend of the 9 ancient diamonds is real and it is said that only the great connoisseurs of the secrets of the world of Lunaela manage to collect them all. Are you one of them? Getting them will fill you with coins and other riches.",448
223,1979600,Pixel Palette Creator: Tip Jar,"No extra content, just a tip jar, please don't feel pressured to donate, but if you do ill appreciate it, it helps with the fees :)",
224,1979610,The FED,"An agency called the FED has identified an online group of potential threats. All they need is evidence to have them locked away. You are a new agent going undercover in that online group with the task of getting that evidence, by whatever means necessary.GameplayYou start each workday of The FED at 5pm, in your office, where your boss will fill you in on any important information. You can interact with the members of the group using your PC, which has various desktop icons to click. The main one is the chat client ""Postapp"" the group uses, which allows you to communicate directly with the members, as well as see what they've been up to during the day. Along with this chat client there is also ""BNM"" news, which will tell you about recent world events, or a streaming platform ""Comfy"" for when you want to pass the time, just to name a few.The goal of the game is to try and get as many members arrested for as long a sentence as possible. At the end of the game you will be given a full breakdown of how well you performed.MechanicsUsing the chat client ""Postapp"" you can talk to the members of the group about all sorts of things. Messages are sent by clicking the member's username in Postapp and clicking ""Message"", then choosing a message topic. Messages with ""..."" at the end normally lead to further options, and sometimes certain responses will unlock new topics to talk about.Time only passes when chatting or watching streams so you cannot ask everything to everyone in the same day. Members also have different schedules when they are online, so you might have to specifically wait to get the guy you're targeting.Each member has his own interests, life situation, and views on how to act. A soldier might join a military parade. An avid reader might try writing a book. A failing small business owner might give up and go back to school.Each also has his own idea of it the player is a friend or foe, and innocent or suspicious. How you talk with a member will change how he feels, and how he acts. Here are just some of the ways you can interact:Act innocent to convince him he can tell you what he's up to.Buddy up talking about his interests, then convince him to change his job, leave university, or skip his friend's wedding.Use an injustice committed against him to tell him he needs to do something about it.Discuss the news to make him angry at society and watch him go off on his own.Members will also send you messages first from time to time, giving you more opportunities to interact.There are many ways that members can get arrested, big and small, with varying charges that can be levied against them. But don't just go for the easiest charge! Courts don't find every defendant guilty, so the more evidence and charges you can get the more likely you are to get them all taken down. It might be best to tell a member to avoid some actions if it could get him arrested for something minor with little evidence early on. Remember that police can arrest a criminal even if your agency doesn't want them to.Self-insertsWhen starting a new game you can choose to let the game generate names for the members, or input them yourself. This is split up into regular names and online usernames, so you can generate one and input the other yourself if you prefer.",15
225,1978750,PHOBOS: PSYCHODEATH 狂死,"-WARNING: GAME AND TRAILERS CONTAIN FLASHING LIGHTS-BLAST THROUGH TRIPPY LEVELS, COLLECT FUN WEAPONS AND WACKY POWERUPS. DON'T GET CONSUMED BYT H E V I R U S.CHALLENGE YOUR BRAIN ON MY 3D CYBERPLANE.HOW FAR WILL YOU GET?---LEVELRY: PLANETARIUM: a vaporwave inspired vision of paradise. CHESS: a corrupted acid trip of spasming walls and optically confounding game pieces. ORBIT: blotches of ink rain from a crack in the sky. MONUMENT: a shimmering statue surrounded by swirling sands and shining sunbeams that stab at stygian shadow. SKYTOWER: the most retro and absurd of all. MINOTAUR: [redacted]WEAPONRY: </3 RIFLE: Break some hearts and all that, just don't run out of ammo! STARHOOK: The magical girl's weapon of choice, complete with star and heart ""particles"". There are no actual particles in PH0B0S. Ever notice that? ZSWORD:  A flowery rapier of, truth be told, subpar utility. Points for style, right? ATTRACTION BEAM: Basically just an upgrade to the rifle. Love is war. COMMET HAMMER: The funniest weapon of them all, rocket towards either certain victory or certain death! And now it's PURPLE!REMIXES INCLUDED:INVERSE xiM: The stages are scrambled and distorted into a more hazardous terrain. Be careful!Red Mix: Enemies are way stronger, the floor is lava, everything is harder!XL MIX: Everything is HUGE, more enemies, but more weapons and power ups too.----The cinematic trailer does not depict actual gameplay footage.Music Credits:""Overriding Concern"" by Kevin MacLeod (incompetech.com)Licensed under Creative Commons: By Attribution 4.0 Licensehttp://creativecommons.org/licenses/by/4.0/",376
226,1978760,Mayonnaise Simulator,"You play as a jar of mayonnaise who has to launch mayo at some bottles before they get to you. You will have to jump around to avoid them as they approach because if they touch you too many times, you lose. Stay on the shelf and stay alive.

Game includes third person shooting
Minor 'platforming'
Jumping jar of mayonnaise 
Aggressive condiments (ketchup, mustard, relish, and bbq sauce)
Mayo splat sound",17357
227,1978790,Naxos,Naxos is like all of my other games!I just feel like there arent many Auto Battle RPGS out there....I really want to keep moving the genre forward!Okay why not try even more different formulas??This time I decided to not use big menus ==( Many houses) I tried compacting everything in the game in 3 houses!I also feel like the game is better to learn... By making things small...Features:Craft equipmentAlmost Endless Grind***Academy(Abbilites to learn)10 Different Scenarios10 Unique EnemiesAutomatic ProgressionMining!,820
228,1978800,AQtion,"Lights, Camera, ACTION!Experience the adrenaline-fueled intensity of classic first-person shooter action with AQtion, the ultimate evolution of the beloved mod, Action Quake 2. AQtion combines the latest engine enhancements with the signature gameplay mechanics and updates from the Action Quake community, delivering a nostalgic yet revitalized gaming experience.Engage in fast-paced, skill-based combat where every move counts. With realistic weapon handling, limited ammunition, and a focus on tactical gameplay, AQtion tests your reflexes and strategic thinking like never before. Master the art of precision shooting, maneuver through dynamic environments, and outsmart your opponents in heart-pounding battles that will keep you on the edge of your seat.Featuring regularly updated game modes and features, engine enhancements and an active pickup game community, AQtion brings the classic Action Quake 2 experience into the modern era. Jump into the action and unleash your skills in intense multiplayer matches or thrilling single-player challenges.If you're an old school veteran to first person shooters, this is the Action Quake 2 you remember, with the original charm and modern enhancements you would come to expect.  If you're new to the scene, welcome to what classic first person shooters are all about!",19278
229,1978820,Fantasy Grounds - D&D Classics: TRS2 Quest for the Silver Sword (Basic),"D&D Classics: TRS2 Quest for the Silver Sword (Basic) Evil magic is afoot! On what should be the hottest day of the year, snow blankets the tiny village of Torlynn. The winter weather wreaks its havoc week after week, and the people of Torlynn are forced to abandon their homes. Only a few hardy souls remain in the village, one being Burgomaster Gustovan. So far the burgomaster's plans to save his town have failed, and now he has but one chance left to save his people. Gustovan seeks the aid of a band of young adventurers. If they can uncover the force lurking in the ruins of Barrik's Keep and destroy the cause of the vile curse, all will be well again. If they fail, no one will be left alive in Torlynn to mourn them. Quest for the Silver Sword is an introductory module designed for use with the new Dungeons & Dragons role-playing game. A specially desgined Dungeon Master map makes this module easy to referee - even if you've just opened the package! This adventure is suited for a group of four to six characters of 2nd or 3rd level.  We (Wizards) recognize that some of the legacy content available on this website does not reflect the values of the Dungeons & Dragons franchise today. Some older content may reflect ethnic, racial, and gender prejudice that were commonplace in American society at that time. These depictions were wrong then and are wrong today. This content is presented as it was originally created, because to do otherwise would be the same as claiming these prejudices never existed. Dungeons & Dragons teaches that diversity is a strength, and we strive to make our D&D products as welcoming and inclusive as possible. This part of our work will never end.   Adapted for Fantasy Grounds by: Terry Buckingham",
230,1978850,AV-Racer,"Remember those old console racing games we grew up playing on the small CRT boxes? AV-Racer is a 2D top down retro style arcade racing game inspired in style by that nostalgia and in gameplay by the spirit of retro arcaders.FeaturesCRT style graphics:Convex screen, curved edges, scan-lines, RGB shift, static, and on/off TV effects are emulated to chase that feeling of childhood nostalgia in games. NOTE: These effects are toggleable and can be turned off in the game settings.Fast paced and challenging racing:Push will come to shove in this one. Paint the roads with tire tracks and cover your opponents with smoke as you battle for first in a fast paced circuit racing format. Learn the track and memorize the corners to nail your approach. Utilize going offtrack and cutting corners to your advantage and slide ahead the competition.Race up to 10 drivers, against a challenging AI system. No rubber banding, no handicaps, no artificial boosts, learn the track, take corners right and you will get ahead. 14 different race locations:Race at 14 different locations with 24 different track setups. Hand crafted tracks with corners inspired by famous tracks around the world. Look out for Easter Eggs!5 different car classes and championships:Climb your way from the Junior league to the World Series in 5 car classes. Collect trophies in 5 different championships; Junior, Senior, Professional, Endurance, and World Championship. Progress in the career to unlock car classes and tracks to play in single player and split screenSplit-Screen local Multiplayer mode:Share the crazy action with a friend and compete locally in a Two-Player mode against each other or with AI, using the tracks an cars unlocked in Career.Devlogs:If you're interested in learning about the development process of this game, check out the devlog here:https://wassimulator.com/blog/programming/av-racer-overview.html",456
231,1978880,Fantasy Grounds - Pathfinder RPG - Flip-Tiles - Darklands Starter Set,"NOTE: This product does not qualify for a PDF discount from Paizo. Pathfinder RPG - Flip-Tiles - Darklands Starter Set  More tiles! More options! Convenient size! Create a path to the center of the world with just a flip! The new and useful Flip-Tiles: Darklands Starter Set features 84 full-color 6 x 6 map tiles, with twisted caverns, dank chambers, and other subterranean Darklands features, stunningly crafted by cartographer Jason A. Engle. These exciting new tiles put an endless cavern complex your fingertips! Suitable for experienced GMs and novices alike, this product fits perfectly into any Game Master's arsenal. NOTE: This product has been made specifically for the Pathfinder ruleset, but can be used for 5E, Starfinder, or any ruleset supported by Fantasy Grounds This product is not a PDF or accessible outside of Fantasy Grounds. It has been lovingly converted for use within Fantasy Grounds and Features the Following additions:  All maps resized and set up with a preset grid to make combats easy to manage  Individual area descriptions linked to maps, containing new encounters, treasure parcels and descriptions for just that area  Tokens for each encounter are pre-placed in starting locations on the map. You can edit these on the fly  Drag and drop treasure parcels and Encounter XP that is easily awarded to your players to keep the game moving ahead  All the images and handouts from the book available to share with your players as you need them  Adapted for Fantasy Grounds by: Wayne Arsenault",
